idx,id,code,path,sequencelength,classid,classname,region,fold
8636,4308917,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4308917.csv,57,2,Winter Wheat,Adams,1
8637,9004754,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9004754.csv,60,2,Winter Wheat,Adams,2
8638,1004187,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1004187.csv,63,2,Winter Wheat,Adams,5
8639,7103547,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7103547.csv,57,2,Winter Wheat,Adams,3
8640,1602655,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602655.csv,52,2,Winter Wheat,Adams,2
8641,9007163,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007163.csv,57,2,Winter Wheat,Adams,2
8642,1602600,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602600.csv,53,2,Winter Wheat,Adams,2
8643,7103753,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7103753.csv,57,2,Winter Wheat,Adams,3
8644,1602935,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602935.csv,52,2,Winter Wheat,Adams,2
8645,7103968,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7103968.csv,59,2,Winter Wheat,Adams,3
8646,9409898,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9409898.csv,61,2,Winter Wheat,Adams,3
8647,9107404,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9107404.csv,58,2,Winter Wheat,Adams,5
8648,4307197,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4307197.csv,61,2,Winter Wheat,Adams,1
8649,9004914,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9004914.csv,62,2,Winter Wheat,Adams,2
8650,9004920,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9004920.csv,60,2,Winter Wheat,Adams,2
8651,4307363,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4307363.csv,61,2,Winter Wheat,Adams,1
8652,9005149,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005149.csv,61,2,Winter Wheat,Adams,2
8653,1304337,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1304337.csv,57,2,Winter Wheat,Adams,4
8654,1602549,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602549.csv,52,2,Winter Wheat,Adams,2
8655,9006245,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006245.csv,61,2,Winter Wheat,Adams,2
8656,9106426,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9106426.csv,57,2,Winter Wheat,Adams,5
8657,7103751,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7103751.csv,59,2,Winter Wheat,Adams,3
8658,9007118,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007118.csv,56,2,Winter Wheat,Adams,2
8659,9007313,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007313.csv,58,2,Winter Wheat,Adams,2
8660,9405060,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9405060.csv,62,2,Winter Wheat,Adams,3
8661,1002216,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1002216.csv,59,2,Winter Wheat,Adams,5
8662,1001678,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001678.csv,59,2,Winter Wheat,Adams,5
8663,1602750,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602750.csv,54,2,Winter Wheat,Adams,2
8664,9006882,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006882.csv,58,2,Winter Wheat,Adams,2
8665,1002122,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1002122.csv,59,2,Winter Wheat,Adams,5
8666,4307927,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4307927.csv,61,2,Winter Wheat,Adams,1
8667,9005369,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005369.csv,60,2,Winter Wheat,Adams,2
8668,7102250,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102250.csv,59,2,Winter Wheat,Adams,3
8669,9006513,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006513.csv,58,2,Winter Wheat,Adams,2
8670,1001608,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001608.csv,59,2,Winter Wheat,Adams,5
8671,1602499,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602499.csv,53,2,Winter Wheat,Adams,2
8672,9007683,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007683.csv,56,2,Winter Wheat,Adams,2
8673,9005930,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005930.csv,59,2,Winter Wheat,Adams,2
8674,7102627,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102627.csv,59,2,Winter Wheat,Adams,3
8675,9006701,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006701.csv,60,2,Winter Wheat,Adams,2
8676,9006820,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006820.csv,57,2,Winter Wheat,Adams,2
8677,9007663,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007663.csv,56,2,Winter Wheat,Adams,2
8678,7102972,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102972.csv,60,2,Winter Wheat,Adams,3
8679,1602773,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602773.csv,54,2,Winter Wheat,Adams,2
8680,7102468,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102468.csv,58,2,Winter Wheat,Adams,3
8681,7103085,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7103085.csv,60,2,Winter Wheat,Adams,3
8682,1002118,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1002118.csv,59,2,Winter Wheat,Adams,5
8683,9005100,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005100.csv,61,2,Winter Wheat,Adams,2
8684,1304476,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1304476.csv,55,2,Winter Wheat,Adams,4
8685,4308999,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4308999.csv,57,2,Winter Wheat,Adams,1
8686,9005238,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005238.csv,58,2,Winter Wheat,Adams,2
8687,1004521,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1004521.csv,63,2,Winter Wheat,Adams,5
8688,9006012,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006012.csv,59,2,Winter Wheat,Adams,2
8689,1001803,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001803.csv,59,2,Winter Wheat,Adams,5
8690,1602628,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602628.csv,53,2,Winter Wheat,Adams,2
8691,9007619,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007619.csv,57,2,Winter Wheat,Adams,2
8692,9005981,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005981.csv,59,2,Winter Wheat,Adams,2
8693,1602902,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602902.csv,52,2,Winter Wheat,Adams,2
8694,9006529,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006529.csv,59,2,Winter Wheat,Adams,2
8695,7102387,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102387.csv,59,2,Winter Wheat,Adams,3
8696,9006057,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006057.csv,58,2,Winter Wheat,Adams,2
8697,7103202,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7103202.csv,59,2,Winter Wheat,Adams,3
8698,9004901,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9004901.csv,59,2,Winter Wheat,Adams,2
8699,7102097,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102097.csv,59,2,Winter Wheat,Adams,3
8700,2704978,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\2704978.csv,57,2,Winter Wheat,Adams,1
8701,8002136,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\8002136.csv,59,2,Winter Wheat,Adams,4
8702,9005114,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005114.csv,59,2,Winter Wheat,Adams,2
8703,9004875,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9004875.csv,60,2,Winter Wheat,Adams,2
8704,1304214,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1304214.csv,54,2,Winter Wheat,Adams,4
8705,9005144,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005144.csv,60,2,Winter Wheat,Adams,2
8706,9006938,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006938.csv,59,2,Winter Wheat,Adams,2
8707,8002246,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\8002246.csv,59,2,Winter Wheat,Adams,4
8708,9007010,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007010.csv,59,2,Winter Wheat,Adams,2
8709,1004243,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1004243.csv,63,2,Winter Wheat,Adams,5
8710,1004313,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1004313.csv,63,2,Winter Wheat,Adams,5
8711,1602625,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602625.csv,52,2,Winter Wheat,Adams,2
8712,9005775,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005775.csv,61,2,Winter Wheat,Adams,2
8713,9006848,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006848.csv,58,2,Winter Wheat,Adams,2
8714,9005023,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005023.csv,61,2,Winter Wheat,Adams,2
8715,4308442,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4308442.csv,61,2,Winter Wheat,Adams,1
8716,9006494,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006494.csv,60,2,Winter Wheat,Adams,2
8717,9107403,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9107403.csv,58,2,Winter Wheat,Adams,5
8718,9007190,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007190.csv,56,2,Winter Wheat,Adams,2
8719,9005371,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005371.csv,60,2,Winter Wheat,Adams,2
8720,1305668,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1305668.csv,59,2,Winter Wheat,Adams,4
8721,1001556,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001556.csv,60,2,Winter Wheat,Adams,5
8722,9006966,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006966.csv,58,2,Winter Wheat,Adams,2
8723,4309044,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4309044.csv,57,2,Winter Wheat,Adams,1
8724,2704761,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\2704761.csv,58,2,Winter Wheat,Adams,1
8725,1602533,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602533.csv,54,2,Winter Wheat,Adams,2
8726,9005045,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005045.csv,58,2,Winter Wheat,Adams,2
8727,9006969,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006969.csv,57,2,Winter Wheat,Adams,2
8728,1001801,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001801.csv,59,2,Winter Wheat,Adams,5
8729,2704983,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\2704983.csv,56,2,Winter Wheat,Adams,1
8730,9404804,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9404804.csv,61,2,Winter Wheat,Adams,3
8731,1004405,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1004405.csv,63,2,Winter Wheat,Adams,5
8732,1602598,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602598.csv,52,2,Winter Wheat,Adams,2
8733,1001730,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001730.csv,58,2,Winter Wheat,Adams,5
8734,9007465,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007465.csv,58,2,Winter Wheat,Adams,2
8735,1003671,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1003671.csv,61,2,Winter Wheat,Adams,5
8736,4308955,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4308955.csv,57,2,Winter Wheat,Adams,1
8737,9006949,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006949.csv,58,2,Winter Wheat,Adams,2
8738,9006440,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006440.csv,60,2,Winter Wheat,Adams,2
8739,1602854,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602854.csv,52,2,Winter Wheat,Adams,2
8740,9005921,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005921.csv,59,2,Winter Wheat,Adams,2
8741,9006964,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006964.csv,57,2,Winter Wheat,Adams,2
8742,1004214,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1004214.csv,63,2,Winter Wheat,Adams,5
8743,9007727,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007727.csv,57,2,Winter Wheat,Adams,2
8744,1004679,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1004679.csv,63,2,Winter Wheat,Adams,5
8745,7102643,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102643.csv,59,2,Winter Wheat,Adams,3
8746,4308866,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4308866.csv,58,2,Winter Wheat,Adams,1
8747,1001668,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001668.csv,58,2,Winter Wheat,Adams,5
8748,7104062,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7104062.csv,59,2,Winter Wheat,Adams,3
8749,1003554,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1003554.csv,61,2,Winter Wheat,Adams,5
8750,7102634,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102634.csv,59,2,Winter Wheat,Adams,3
8751,7103542,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7103542.csv,59,2,Winter Wheat,Adams,3
8752,9006108,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006108.csv,59,2,Winter Wheat,Adams,2
8753,4309045,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4309045.csv,57,2,Winter Wheat,Adams,1
8754,1002513,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1002513.csv,60,2,Winter Wheat,Adams,5
8755,1001870,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001870.csv,59,2,Winter Wheat,Adams,5
8756,7102475,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102475.csv,60,2,Winter Wheat,Adams,3
8757,9005708,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005708.csv,61,2,Winter Wheat,Adams,2
8758,2705095,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\2705095.csv,57,2,Winter Wheat,Adams,1
8759,9006393,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006393.csv,57,2,Winter Wheat,Adams,2
8760,4308137,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4308137.csv,60,2,Winter Wheat,Adams,1
8761,9005605,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005605.csv,61,2,Winter Wheat,Adams,2
8762,7102257,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102257.csv,58,2,Winter Wheat,Adams,3
8763,9006467,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006467.csv,57,2,Winter Wheat,Adams,2
8764,4307516,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4307516.csv,61,2,Winter Wheat,Adams,1
8765,4307811,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4307811.csv,61,2,Winter Wheat,Adams,1
8766,9006693,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006693.csv,58,2,Winter Wheat,Adams,2
8767,1602920,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602920.csv,52,2,Winter Wheat,Adams,2
8768,7102137,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102137.csv,62,2,Winter Wheat,Adams,3
8769,9005571,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005571.csv,62,2,Winter Wheat,Adams,2
8770,1002062,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1002062.csv,58,2,Winter Wheat,Adams,5
8771,1001940,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001940.csv,59,2,Winter Wheat,Adams,5
8772,1001548,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001548.csv,60,2,Winter Wheat,Adams,5
8773,1002230,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1002230.csv,60,2,Winter Wheat,Adams,5
8774,1304710,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1304710.csv,55,2,Winter Wheat,Adams,4
8775,9006442,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006442.csv,60,2,Winter Wheat,Adams,2
8776,9007521,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007521.csv,58,2,Winter Wheat,Adams,2
8777,7104057,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7104057.csv,62,2,Winter Wheat,Adams,3
8778,9006462,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006462.csv,57,2,Winter Wheat,Adams,2
8779,9005291,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005291.csv,58,2,Winter Wheat,Adams,2
8780,9007524,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007524.csv,58,2,Winter Wheat,Adams,2
8781,9006958,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006958.csv,57,2,Winter Wheat,Adams,2
8782,2704543,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\2704543.csv,58,2,Winter Wheat,Adams,1
8783,1001674,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001674.csv,59,2,Winter Wheat,Adams,5
8784,9005527,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005527.csv,58,2,Winter Wheat,Adams,2
8785,9007766,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007766.csv,57,2,Winter Wheat,Adams,2
8786,9007721,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007721.csv,58,2,Winter Wheat,Adams,2
8787,9006658,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006658.csv,57,2,Winter Wheat,Adams,2
8788,9006506,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006506.csv,59,2,Winter Wheat,Adams,2
8789,9006292,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006292.csv,60,2,Winter Wheat,Adams,2
8790,9006691,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006691.csv,58,2,Winter Wheat,Adams,2
8791,1602771,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602771.csv,54,2,Winter Wheat,Adams,2
8792,9007656,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007656.csv,57,2,Winter Wheat,Adams,2
8793,7102173,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102173.csv,59,2,Winter Wheat,Adams,3
8794,9007500,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007500.csv,56,2,Winter Wheat,Adams,2
8795,1602743,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602743.csv,54,2,Winter Wheat,Adams,2
8796,4308527,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4308527.csv,57,2,Winter Wheat,Adams,1
8797,9006659,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006659.csv,57,2,Winter Wheat,Adams,2
8798,9404851,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9404851.csv,62,2,Winter Wheat,Adams,3
8799,9007070,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007070.csv,59,2,Winter Wheat,Adams,2
8800,1002061,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1002061.csv,58,2,Winter Wheat,Adams,5
8801,9006923,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006923.csv,58,2,Winter Wheat,Adams,2
8802,9004861,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9004861.csv,59,2,Winter Wheat,Adams,2
8803,7102385,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102385.csv,59,2,Winter Wheat,Adams,3
8804,6400137,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\6400137.csv,53,2,Winter Wheat,Adams,5
8805,9007314,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007314.csv,57,2,Winter Wheat,Adams,2
8806,7102400,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102400.csv,58,2,Winter Wheat,Adams,3
8807,1305585,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1305585.csv,59,2,Winter Wheat,Adams,4
8808,9006144,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006144.csv,59,2,Winter Wheat,Adams,2
8809,1003672,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1003672.csv,61,2,Winter Wheat,Adams,5
8810,1602798,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602798.csv,54,2,Winter Wheat,Adams,2
8811,9005569,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005569.csv,62,2,Winter Wheat,Adams,2
8812,9410139,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9410139.csv,62,2,Winter Wheat,Adams,3
8813,1304619,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1304619.csv,57,2,Winter Wheat,Adams,4
8814,7102246,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102246.csv,60,2,Winter Wheat,Adams,3
8815,1304796,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1304796.csv,55,2,Winter Wheat,Adams,4
8816,1004733,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1004733.csv,63,2,Winter Wheat,Adams,5
8817,2704747,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\2704747.csv,56,2,Winter Wheat,Adams,1
8818,7103551,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7103551.csv,57,2,Winter Wheat,Adams,3
8819,1002071,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1002071.csv,59,2,Winter Wheat,Adams,5
8820,9007304,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007304.csv,57,2,Winter Wheat,Adams,2
8821,9004788,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9004788.csv,62,2,Winter Wheat,Adams,2
8822,9006028,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006028.csv,61,2,Winter Wheat,Adams,2
8823,7102070,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102070.csv,59,2,Winter Wheat,Adams,3
8824,7102463,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\7102463.csv,59,2,Winter Wheat,Adams,3
8825,9007402,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9007402.csv,58,2,Winter Wheat,Adams,2
8826,9006952,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006952.csv,58,2,Winter Wheat,Adams,2
8827,1304538,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1304538.csv,57,2,Winter Wheat,Adams,4
8828,1304156,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1304156.csv,55,2,Winter Wheat,Adams,4
8829,1002438,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1002438.csv,59,2,Winter Wheat,Adams,5
8830,1001938,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1001938.csv,59,2,Winter Wheat,Adams,5
8831,1304407,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1304407.csv,56,2,Winter Wheat,Adams,4
8832,2704653,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\2704653.csv,59,2,Winter Wheat,Adams,1
8833,9006578,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9006578.csv,58,2,Winter Wheat,Adams,2
8834,4308245,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4308245.csv,61,2,Winter Wheat,Adams,1
8835,8002139,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\8002139.csv,60,2,Winter Wheat,Adams,4
8836,9005656,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\9005656.csv,61,2,Winter Wheat,Adams,2
8837,1602817,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602817.csv,54,2,Winter Wheat,Adams,2
8838,1004522,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1004522.csv,63,2,Winter Wheat,Adams,5
8839,1004468,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1004468.csv,63,2,Winter Wheat,Adams,5
8840,2705093,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\2705093.csv,57,2,Winter Wheat,Adams,1
8841,4309090,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4309090.csv,57,2,Winter Wheat,Adams,1
8842,1602620,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\1602620.csv,52,2,Winter Wheat,Adams,2
8843,4307281,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Adams\4307281.csv,61,2,Winter Wheat,Adams,1
