idx,id,code,confidence,path,sequencelength,classid,classname,region,fold
10827,47602680,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47602680.csv,63,2,Winter Wheat,Randolph,3
10828,45810412,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810412.csv,33,2,Winter Wheat,Randolph,5
10829,45703593,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45703593.csv,56,2,Winter Wheat,Randolph,4
10830,45810397,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810397.csv,34,2,Winter Wheat,Randolph,5
10831,47700235,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47700235.csv,62,2,Winter Wheat,Randolph,2
10832,47703795,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47703795.csv,59,2,Winter Wheat,Randolph,2
10833,45809051,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809051.csv,33,2,Winter Wheat,Randolph,5
10834,45809050,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809050.csv,33,2,Winter Wheat,Randolph,5
10835,47708839,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708839.csv,60,2,Winter Wheat,Randolph,2
10836,44712654,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712654.csv,51,2,Winter Wheat,Randolph,1
10837,47700307,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47700307.csv,62,2,Winter Wheat,Randolph,2
10838,46303010,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46303010.csv,56,2,Winter Wheat,Randolph,5
10839,47603055,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47603055.csv,62,2,Winter Wheat,Randolph,3
10840,47709609,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709609.csv,59,2,Winter Wheat,Randolph,2
10841,45809040,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809040.csv,34,2,Winter Wheat,Randolph,5
10842,44713827,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713827.csv,56,2,Winter Wheat,Randolph,1
10843,47708633,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708633.csv,60,2,Winter Wheat,Randolph,2
10844,45810404,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810404.csv,34,2,Winter Wheat,Randolph,5
10845,46908140,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46908140.csv,59,2,Winter Wheat,Randolph,2
10846,44714280,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44714280.csv,56,2,Winter Wheat,Randolph,1
10847,47604491,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47604491.csv,61,2,Winter Wheat,Randolph,3
10848,45810020,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810020.csv,34,2,Winter Wheat,Randolph,5
10849,47105102,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105102.csv,58,2,Winter Wheat,Randolph,5
10850,47709936,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709936.csv,60,2,Winter Wheat,Randolph,2
10851,47105029,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105029.csv,57,2,Winter Wheat,Randolph,5
10852,44712410,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712410.csv,50,2,Winter Wheat,Randolph,1
10853,44712867,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712867.csv,52,2,Winter Wheat,Randolph,1
10854,44712870,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712870.csv,53,2,Winter Wheat,Randolph,1
10855,44712534,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712534.csv,50,2,Winter Wheat,Randolph,1
10856,47709267,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709267.csv,58,2,Winter Wheat,Randolph,2
10857,46302253,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46302253.csv,58,2,Winter Wheat,Randolph,5
10858,45900160,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45900160.csv,35,2,Winter Wheat,Randolph,4
10859,46302116,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46302116.csv,59,2,Winter Wheat,Randolph,5
10860,47105355,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105355.csv,58,2,Winter Wheat,Randolph,5
10861,44713173,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713173.csv,50,2,Winter Wheat,Randolph,1
10862,47603865,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47603865.csv,61,2,Winter Wheat,Randolph,3
10863,47105183,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105183.csv,58,2,Winter Wheat,Randolph,5
10864,46907560,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907560.csv,58,2,Winter Wheat,Randolph,2
10865,47708745,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708745.csv,59,2,Winter Wheat,Randolph,2
10866,44712769,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712769.csv,53,2,Winter Wheat,Randolph,1
10867,45809054,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809054.csv,33,2,Winter Wheat,Randolph,5
10868,46907418,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907418.csv,57,2,Winter Wheat,Randolph,2
10869,44713635,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713635.csv,56,2,Winter Wheat,Randolph,1
10870,45808932,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808932.csv,33,2,Winter Wheat,Randolph,5
10871,46907633,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907633.csv,58,2,Winter Wheat,Randolph,2
10872,45810220,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810220.csv,32,2,Winter Wheat,Randolph,5
10873,44712762,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712762.csv,53,2,Winter Wheat,Randolph,1
10874,45810301,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810301.csv,34,2,Winter Wheat,Randolph,5
10875,44710684,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44710684.csv,51,2,Winter Wheat,Randolph,1
10876,47708928,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708928.csv,60,2,Winter Wheat,Randolph,2
10877,46303902,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46303902.csv,56,2,Winter Wheat,Randolph,5
10878,46907261,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907261.csv,57,2,Winter Wheat,Randolph,2
10879,45809300,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809300.csv,34,2,Winter Wheat,Randolph,5
10880,47709764,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709764.csv,59,2,Winter Wheat,Randolph,2
10881,47602514,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47602514.csv,64,2,Winter Wheat,Randolph,3
10882,44714656,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44714656.csv,56,2,Winter Wheat,Randolph,1
10883,45810577,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810577.csv,33,2,Winter Wheat,Randolph,5
10884,47603600,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47603600.csv,63,2,Winter Wheat,Randolph,3
10885,44712411,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712411.csv,50,2,Winter Wheat,Randolph,1
10886,47104963,24,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47104963.csv,58,2,Winter Wheat,Randolph,5
10887,47105254,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105254.csv,57,2,Winter Wheat,Randolph,5
10888,47709615,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709615.csv,58,2,Winter Wheat,Randolph,2
10889,45808934,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808934.csv,33,2,Winter Wheat,Randolph,5
10890,46907488,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907488.csv,57,2,Winter Wheat,Randolph,2
10891,44712415,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712415.csv,50,2,Winter Wheat,Randolph,1
10892,44713822,24,98,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713822.csv,56,2,Winter Wheat,Randolph,1
10893,46907172,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907172.csv,59,2,Winter Wheat,Randolph,2
10894,44712416,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712416.csv,51,2,Winter Wheat,Randolph,1
10895,45809664,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809664.csv,33,2,Winter Wheat,Randolph,5
10896,46907171,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907171.csv,59,2,Winter Wheat,Randolph,2
10897,45809779,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809779.csv,34,2,Winter Wheat,Randolph,5
10898,47603734,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47603734.csv,63,2,Winter Wheat,Randolph,3
10899,45809049,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809049.csv,33,2,Winter Wheat,Randolph,5
10900,45808935,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808935.csv,33,2,Winter Wheat,Randolph,5
10901,47105255,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105255.csv,56,2,Winter Wheat,Randolph,5
10902,44405537,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44405537.csv,31,2,Winter Wheat,Randolph,1
10903,47602864,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47602864.csv,64,2,Winter Wheat,Randolph,3
10904,46302115,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46302115.csv,59,2,Winter Wheat,Randolph,5
10905,45810314,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810314.csv,33,2,Winter Wheat,Randolph,5
10906,45101463,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45101463.csv,33,2,Winter Wheat,Randolph,2
10907,47708229,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708229.csv,59,2,Winter Wheat,Randolph,2
10908,46301919,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46301919.csv,60,2,Winter Wheat,Randolph,5
10909,45808435,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808435.csv,33,2,Winter Wheat,Randolph,5
10910,45809780,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809780.csv,34,2,Winter Wheat,Randolph,5
10911,46907634,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907634.csv,58,2,Winter Wheat,Randolph,2
10912,44711069,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44711069.csv,51,2,Winter Wheat,Randolph,1
10913,47602674,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47602674.csv,63,2,Winter Wheat,Randolph,3
10914,46907997,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907997.csv,58,2,Winter Wheat,Randolph,2
10915,45809777,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809777.csv,34,2,Winter Wheat,Randolph,5
10916,44712541,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712541.csv,51,2,Winter Wheat,Randolph,1
10917,47708739,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708739.csv,60,2,Winter Wheat,Randolph,2
10918,47104968,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47104968.csv,57,2,Winter Wheat,Randolph,5
10919,44713063,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713063.csv,50,2,Winter Wheat,Randolph,1
10920,46302242,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46302242.csv,59,2,Winter Wheat,Randolph,5
10921,47709674,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709674.csv,59,2,Winter Wheat,Randolph,2
10922,47604493,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47604493.csv,61,2,Winter Wheat,Randolph,3
10923,44713638,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713638.csv,56,2,Winter Wheat,Randolph,1
10924,44712770,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712770.csv,52,2,Winter Wheat,Randolph,1
10925,45810302,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810302.csv,34,2,Winter Wheat,Randolph,5
10926,47709608,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709608.csv,59,2,Winter Wheat,Randolph,2
10927,45808709,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808709.csv,33,2,Winter Wheat,Randolph,5
10928,46906819,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46906819.csv,57,2,Winter Wheat,Randolph,2
10929,45809902,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809902.csv,34,2,Winter Wheat,Randolph,5
10930,47105270,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105270.csv,58,2,Winter Wheat,Randolph,5
10931,44713258,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713258.csv,52,2,Winter Wheat,Randolph,1
10932,46908288,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46908288.csv,56,2,Winter Wheat,Randolph,2
10933,47603726,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47603726.csv,63,2,Winter Wheat,Randolph,3
10934,44712964,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712964.csv,54,2,Winter Wheat,Randolph,1
10935,46907714,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907714.csv,59,2,Winter Wheat,Randolph,2
10936,47707255,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47707255.csv,56,2,Winter Wheat,Randolph,2
10937,45900164,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45900164.csv,35,2,Winter Wheat,Randolph,4
10938,45808521,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808521.csv,33,2,Winter Wheat,Randolph,5
10939,44711068,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44711068.csv,51,2,Winter Wheat,Randolph,1
10940,47105030,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105030.csv,57,2,Winter Wheat,Randolph,5
10941,45810484,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810484.csv,34,2,Winter Wheat,Randolph,5
10942,46302320,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46302320.csv,59,2,Winter Wheat,Randolph,5
10943,47709034,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709034.csv,60,2,Winter Wheat,Randolph,2
10944,44712649,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712649.csv,51,2,Winter Wheat,Randolph,1
10945,45809171,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809171.csv,34,2,Winter Wheat,Randolph,5
10946,44712065,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712065.csv,50,2,Winter Wheat,Randolph,1
10947,47604000,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47604000.csv,61,2,Winter Wheat,Randolph,3
10948,46907799,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907799.csv,58,2,Winter Wheat,Randolph,2
10949,47102119,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47102119.csv,52,2,Winter Wheat,Randolph,5
10950,47603061,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47603061.csv,64,2,Winter Wheat,Randolph,3
10951,46907556,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907556.csv,58,2,Winter Wheat,Randolph,2
10952,46907176,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907176.csv,58,2,Winter Wheat,Randolph,2
10953,44714283,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44714283.csv,56,2,Winter Wheat,Randolph,1
10954,47105344,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105344.csv,57,2,Winter Wheat,Randolph,5
10955,45808814,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808814.csv,33,2,Winter Wheat,Randolph,5
10956,46304416,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46304416.csv,56,2,Winter Wheat,Randolph,5
10957,46302235,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46302235.csv,60,2,Winter Wheat,Randolph,5
10958,44714284,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44714284.csv,56,2,Winter Wheat,Randolph,1
10959,44713347,24,98,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713347.csv,54,2,Winter Wheat,Randolph,1
10960,46302248,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46302248.csv,60,2,Winter Wheat,Randolph,5
10961,44712532,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712532.csv,51,2,Winter Wheat,Randolph,1
10962,47708005,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708005.csv,60,2,Winter Wheat,Randolph,2
10963,45809299,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809299.csv,34,2,Winter Wheat,Randolph,5
10964,45809660,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809660.csv,34,2,Winter Wheat,Randolph,5
10965,45809795,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809795.csv,32,2,Winter Wheat,Randolph,5
10966,47101506,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47101506.csv,52,2,Winter Wheat,Randolph,5
10967,46907264,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907264.csv,57,2,Winter Wheat,Randolph,2
10968,47709607,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709607.csv,59,2,Winter Wheat,Randolph,2
10969,46906531,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46906531.csv,58,2,Winter Wheat,Randolph,2
10970,44713177,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713177.csv,54,2,Winter Wheat,Randolph,1
10971,44712869,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712869.csv,53,2,Winter Wheat,Randolph,1
10972,44713179,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713179.csv,54,2,Winter Wheat,Randolph,1
10973,47708741,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708741.csv,60,2,Winter Wheat,Randolph,2
10974,47707661,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47707661.csv,58,2,Winter Wheat,Randolph,2
10975,45808710,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808710.csv,33,2,Winter Wheat,Randolph,5
10976,44712296,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712296.csv,50,2,Winter Wheat,Randolph,1
10977,46907884,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907884.csv,57,2,Winter Wheat,Randolph,2
10978,45810216,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810216.csv,34,2,Winter Wheat,Randolph,5
10979,45808515,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808515.csv,34,2,Winter Wheat,Randolph,5
10980,46302110,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46302110.csv,62,2,Winter Wheat,Randolph,5
10981,47709684,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709684.csv,59,2,Winter Wheat,Randolph,2
10982,45808704,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808704.csv,34,2,Winter Wheat,Randolph,5
10983,47708523,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708523.csv,60,2,Winter Wheat,Randolph,2
10984,47700180,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47700180.csv,63,2,Winter Wheat,Randolph,2
10985,45810119,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45810119.csv,34,2,Winter Wheat,Randolph,5
10986,47709031,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709031.csv,60,2,Winter Wheat,Randolph,2
10987,44713262,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713262.csv,54,2,Winter Wheat,Randolph,1
10988,45808931,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45808931.csv,33,2,Winter Wheat,Randolph,5
10989,45809304,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809304.csv,33,2,Winter Wheat,Randolph,5
10990,44710940,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44710940.csv,51,2,Winter Wheat,Randolph,1
10991,44713078,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713078.csv,54,2,Winter Wheat,Randolph,1
10992,47105346,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105346.csv,57,2,Winter Wheat,Randolph,5
10993,44711857,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44711857.csv,50,2,Winter Wheat,Randolph,1
10994,44712414,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712414.csv,50,2,Winter Wheat,Randolph,1
10995,47700124,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47700124.csv,62,2,Winter Wheat,Randolph,2
10996,46907986,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907986.csv,57,2,Winter Wheat,Randolph,2
10997,45809896,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809896.csv,34,2,Winter Wheat,Randolph,5
10998,47603457,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47603457.csv,62,2,Winter Wheat,Randolph,3
10999,44713073,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713073.csv,54,2,Winter Wheat,Randolph,1
11000,47105451,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105451.csv,58,2,Winter Wheat,Randolph,5
11001,47709634,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709634.csv,59,2,Winter Wheat,Randolph,2
11002,46906826,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46906826.csv,58,2,Winter Wheat,Randolph,2
11003,46907168,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907168.csv,58,2,Winter Wheat,Randolph,2
11004,47203607,24,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47203607.csv,34,2,Winter Wheat,Randolph,2
11005,47700531,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47700531.csv,62,2,Winter Wheat,Randolph,2
11006,46302124,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46302124.csv,60,2,Winter Wheat,Randolph,5
11007,47700233,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47700233.csv,62,2,Winter Wheat,Randolph,2
11008,47709848,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709848.csv,59,2,Winter Wheat,Randolph,2
11009,47105190,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105190.csv,58,2,Winter Wheat,Randolph,5
11010,47708412,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708412.csv,60,2,Winter Wheat,Randolph,2
11011,46907345,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46907345.csv,57,2,Winter Wheat,Randolph,2
11012,44713740,24,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44713740.csv,56,2,Winter Wheat,Randolph,1
11013,46302010,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46302010.csv,60,2,Winter Wheat,Randolph,5
11014,47105362,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47105362.csv,58,2,Winter Wheat,Randolph,5
11015,44712531,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44712531.csv,51,2,Winter Wheat,Randolph,1
11016,47603251,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47603251.csv,62,2,Winter Wheat,Randolph,3
11017,47709612,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47709612.csv,58,2,Winter Wheat,Randolph,2
11018,44604183,24,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\44604183.csv,56,2,Winter Wheat,Randolph,1
11019,46906631,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46906631.csv,59,2,Winter Wheat,Randolph,2
11020,46906829,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\46906829.csv,58,2,Winter Wheat,Randolph,2
11021,47708632,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\47708632.csv,60,2,Winter Wheat,Randolph,2
11022,45809903,24,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Randolph\45809903.csv,34,2,Winter Wheat,Randolph,5
